Timestamp,Pose,Calibration_Valid,Combined_Eye_Gaze_Valid,Combined_Eye_Gaze_Origin,Combined_Eye_Gaze_Direction,Left_Eye_Gaze_Valid,Left_Eye_Gaze_Origin,Left_Eye_Gaze_Direction,Right_Eye_Gaze_Valid,Right_Eye_Gaze_Origin,Right_Eye_Gaze_Direction,Left_Eye_Openness_Valid,Left_Eye_Openness,Right_Eye_Openness_Valid,Right_Eye_Openness,Vergence_Distance_Valid,Vergence_Distance,Target
7.91216E+11,"[[0. 0. 0. 0.]
 [0. 0. 0. 0.]
 [0. 0. 0. 0.]
 [0. 0. 0. 0.]]",FALSE,FALSE,[0. 0. 0.],[0. 0. 0.],FALSE,[0. 0. 0.],[0. 0. 0.],FALSE,[0. 0. 0.],[0. 0. 0.],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91216E+11,"[[0. 0. 0. 0.]
 [0. 0. 0. 0.]
 [0. 0. 0. 0.]
 [0. 0. 0. 0.]]",FALSE,FALSE,[0. 0. 0.],[0. 0. 0.],FALSE,[0. 0. 0.],[0. 0. 0.],FALSE,[0. 0. 0.],[0. 0. 0.],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91216E+11,"[[ 0.29643667 -0.9537162   0.05050367  0.        ]
 [-0.48613054 -0.10516036  0.8675358   0.        ]
 [-0.822072   -0.28172085 -0.4948039   0.        ]
 [-0.13838625  0.04596531 -0.0090189   1.        ]]",TRUE,FALSE,[0. 0. 0.],[0. 0. 0.],FALSE,[0. 0. 0.],[0. 0. 0.],FALSE,[0. 0. 0.],[0. 0. 0.],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91216E+11,"[[ 0.29643667 -0.9537162   0.05050367  0.        ]
 [-0.48613054 -0.10516036  0.8675358   0.        ]
 [-0.822072   -0.28172085 -0.4948039   0.        ]
 [-0.13838625  0.04596531 -0.0090189   1.        ]]",TRUE,FALSE,[0. 0. 0.],[0. 0. 0.],FALSE,[0. 0. 0.],[0. 0. 0.],FALSE,[0. 0. 0.],[0. 0. 0.],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91216E+11,"[[ 0.2771954  -0.95825875  0.070021    0.        ]
 [-0.5622591  -0.10268533  0.8205611   0.        ]
 [-0.77911973 -0.26682574 -0.5672536   0.        ]
 [-0.1353302   0.04833543 -0.01966429  1.        ]]",TRUE,FALSE,[0. 0. 0.],[0. 0. 0.],FALSE,[0. 0. 0.],[0. 0. 0.],FALSE,[0. 0. 0.],[0. 0. 0.],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91216E+11,"[[ 0.26319313 -0.96120703  0.08252501  0.        ]
 [-0.611017   -0.09988403  0.78529054  0.        ]
 [-0.7465839  -0.2571072  -0.61360264  0.        ]
 [-0.13265038  0.04991704 -0.02665615  1.        ]]",TRUE,FALSE,[0. 0. 0.],[0. 0. 0.],TRUE,[ 0.04873933 -0.02181641 -0.0292797 ],[ 0.14122497 -0.53386563  0.83369243],FALSE,[0. 0. 0.],[0. 0. 0.],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91216E+11,"[[ 0.263193   -0.96120703  0.08252516  0.        ]
 [-0.6110176  -0.09988427  0.78529024  0.        ]
 [-0.7465836  -0.25710726 -0.61360335  0.        ]
 [-0.13265133  0.04991692 -0.02665663  1.        ]]",TRUE,FALSE,[0. 0. 0.],[0. 0. 0.],TRUE,[ 0.04873933 -0.02181641 -0.0292797 ],[ 0.14122497 -0.53386563  0.83369243],FALSE,[0. 0. 0.],[0. 0. 0.],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91217E+11,"[[ 0.23376793 -0.9664505   0.10642347  0.        ]
 [-0.70154554 -0.091874    0.70667744  0.        ]
 [-0.6731912  -0.23985937 -0.69948626  0.        ]
 [-0.12587309  0.05295044 -0.04011345  1.        ]]",TRUE,FALSE,[0. 0. 0.],[0. 0. 0.],TRUE,[ 0.0487455  -0.02293854 -0.02740453],[-0.04517112 -0.5686571   0.8213334 ],FALSE,[0. 0. 0.],[0. 0. 0.],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91217E+11,"[[ 0.218705   -0.96872103  0.11725098  0.        ]
 [-0.7419313  -0.0870378   0.6648026   0.        ]
 [-0.63380295 -0.23238786 -0.73776007  0.        ]
 [-0.12188244  0.05433059 -0.04625416  1.        ]]",TRUE,FALSE,[0. 0. 0.],[0. 0. 0.],TRUE,[ 0.0487025  -0.02162717 -0.02992985],[-0.04559476 -0.61532056  0.7869573 ],FALSE,[0. 0. 0.],[0. 0. 0.],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91217E+11,"[[ 0.20338255 -0.97083473  0.12694687  0.        ]
 [-0.7788675  -0.08185685  0.62182385  0.        ]
 [-0.5932967  -0.22534288 -0.77279973  0.        ]
 [-0.11766243  0.05566567 -0.05210257  1.        ]]",TRUE,FALSE,[0. 0. 0.],[0. 0. 0.],TRUE,[ 0.04882085 -0.02153442 -0.02983076],[-0.04045919 -0.60674644  0.79386514],FALSE,[0. 0. 0.],[0. 0. 0.],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91217E+11,"[[ 0.20338255 -0.97083473  0.12694687  0.        ]
 [-0.7788675  -0.08185685  0.62182385  0.        ]
 [-0.5932967  -0.22534288 -0.77279973  0.        ]
 [-0.11766243  0.05566567 -0.05210257  1.        ]]",FALSE,FALSE,[0. 0. 0.],[0. 0. 0.],FALSE,[ 0.04882085 -0.02153442 -0.02983076],[-0.04045919 -0.60674644  0.79386514],FALSE,[0. 0. 0.],[0. 0. 0.],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91217E+11,"[[ 0.17221063 -0.9744939   0.14389314  0.        ]
 [-0.84231836 -0.06994045  0.5344234   0.        ]
 [-0.5107284  -0.21323727 -0.8328786   0.        ]
 [-0.10815763  0.05791324 -0.06229019  1.        ]]",TRUE,FALSE,[0. 0. 0.],[0. 0. 0.],TRUE,[ 0.04882555 -0.0203972  -0.02974365],[-0.0596361  -0.52306575  0.8502034 ],TRUE,[ 0.05059611 -0.08446287 -0.03181959],[-0.05987455 -0.5410791   0.83883756],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91217E+11,"[[ 0.15680504 -0.975879    0.15189561  0.        ]
 [-0.8689435  -0.06322074  0.49085674  0.        ]
 [-0.46941385 -0.20895752 -0.85789704  0.        ]
 [-0.1033287   0.05886227 -0.06692266  1.        ]]",TRUE,FALSE,[0. 0. 0.],[0. 0. 0.],TRUE,[ 0.04884789 -0.02004632 -0.02933299],[-0.05673337 -0.48459488  0.872897  ],TRUE,[ 0.05060511 -0.0834077  -0.03093994],[-0.06184688 -0.41979387  0.9055098 ],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91217E+11,"[[ 0.1418001  -0.976844    0.16021396  0.        ]
 [-0.8923567  -0.05608594  0.44783238  0.        ]
 [-0.42847663 -0.2064707  -0.8796463   0.        ]
 [-0.09838629  0.05960613 -0.07114553  1.        ]]",TRUE,FALSE,[0. 0. 0.],[0. 0. 0.],TRUE,[ 0.04880505 -0.01970762 -0.02903263],[-0.06708289 -0.4446325   0.89319754],TRUE,[ 0.05057037 -0.08336539 -0.03093423],[-0.070602   -0.41049355  0.90912616],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91217E+11,"[[ 0.12700826 -0.97745115  0.1686955   0.        ]
 [-0.9128265  -0.04863727  0.40544078  0.        ]
 [-0.38809365 -0.20548406 -0.8984207   0.        ]
 [-0.0930295   0.06006515 -0.07468462  1.        ]]",TRUE,TRUE,[ 0.04947806 -0.04622468 -0.02968295],[-0.07444498 -0.36962762  0.92619294],TRUE,[ 0.04874602 -0.01920274 -0.02897873],[-0.07287022 -0.38456842  0.92021567],TRUE,[ 0.05047144 -0.08289392 -0.0306386 ],[-0.07655078 -0.349198    0.93391687],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91217E+11,"[[ 0.11240679 -0.9778666   0.17647004  0.        ]
 [-0.9304605  -0.04125726  0.36406195  0.        ]
 [-0.34872335 -0.20512144 -0.9145038   0.        ]
 [-0.08799362  0.06057769 -0.07813978  1.        ]]",TRUE,FALSE,[ 0.04947806 -0.04622468 -0.02968295],[-0.07444498 -0.36962762  0.92619294],TRUE,[ 0.04867465 -0.01878    -0.02890614],[-0.07948093 -0.35112736  0.93294823],TRUE,[ 0.05037815 -0.08225114 -0.03015192],[-0.08421049 -0.28809902  0.9538907 ],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91218E+11,"[[ 0.09778553 -0.97826874  0.18283305  0.        ]
 [-0.9454324  -0.03394067  0.32404506  0.        ]
 [-0.31079772 -0.20454317 -0.92820585  0.        ]
 [-0.083004    0.06110787 -0.0812192   1.        ]]",TRUE,FALSE,[ 0.04947806 -0.04622468 -0.02968295],[-0.07444498 -0.36962762  0.92619294],TRUE,[ 0.04863897 -0.01840195 -0.02877761],[-0.081715   -0.30178046  0.9498691 ],TRUE,[ 0.05026821 -0.08167607 -0.02980121],[-0.08681923 -0.21359956  0.9730559 ],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91218E+11,"[[ 0.08337808 -0.97875994  0.18728818  0.        ]
 [-0.9579422  -0.02693617  0.285694    0.        ]
 [-0.27458102 -0.20323186 -0.9398413   0.        ]
 [-0.07768965  0.06150126 -0.08348274  1.        ]]",TRUE,FALSE,[ 0.04947806 -0.04622468 -0.02968295],[-0.07444498 -0.36962762  0.92619294],TRUE,[ 0.04861053 -0.01801018 -0.02872484],[-0.09134682 -0.25748268  0.96195555],TRUE,[ 0.05015288 -0.08142716 -0.02968898],[-0.09600534 -0.1830683   0.9784013 ],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91218E+11,"[[ 0.06986159 -0.97932464  0.18984896  0.        ]
 [-0.96812445 -0.02067304  0.24961486  0.        ]
 [-0.24052924 -0.20123592 -0.9495524   0.        ]
 [-0.07292271  0.06209278 -0.0857954   1.        ]]",TRUE,FALSE,[ 0.04947806 -0.04622468 -0.02968295],[-0.07444498 -0.36962762  0.92619294],TRUE,[ 0.04858641 -0.01766798 -0.02870848],[-0.08930876 -0.20444107  0.97479624],TRUE,[ 0.05013119 -0.08091562 -0.02948561],[-0.09312762 -0.10948486  0.9896163 ],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91218E+11,"[[ 0.05745018 -0.97994626  0.19080046  0.        ]
 [-0.97629035 -0.01519299  0.21593136  0.        ]
 [-0.2087023  -0.19868192 -0.957585    0.        ]
 [-0.06832266  0.06268686 -0.08772707  1.        ]]",TRUE,TRUE,[ 0.04909064 -0.03946019 -0.02898008],[-0.08477484 -0.15333512  0.9845311 ],TRUE,[ 0.04857613 -0.01739356 -0.02864271],[-0.08358229 -0.17872708  0.98034203],TRUE,[ 0.05005537 -0.08083695 -0.02961269],[-0.08685921 -0.10544867  0.99062407],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91218E+11,"[[ 0.04612511 -0.9805682   0.19067903  0.        ]
 [-0.98279595 -0.01037133  0.18440303  0.        ]
 [-0.17884214 -0.1959042  -0.9641769   0.        ]
 [-0.06367683  0.06311482 -0.0888443   1.        ]]",TRUE,FALSE,[ 0.04909064 -0.03946019 -0.02898008],[-0.08477484 -0.15333512  0.9845311 ],TRUE,[ 0.04858522 -0.01706987 -0.02867968],[-0.08456146 -0.14995895  0.98506945],TRUE,[ 0.05007422 -0.08025115 -0.0292971 ],[-0.08820245 -0.04672692  0.99500597],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91218E+11,"[[ 0.0359171  -0.98111916  0.19003946  0.        ]
 [-0.9878738  -0.00611448  0.15513828  0.        ]
 [-0.15104714 -0.19330713 -0.96944153  0.        ]
 [-0.05943901  0.06365189 -0.09008482  1.        ]]",TRUE,FALSE,[ 0.04909064 -0.03946019 -0.02898008],[-0.08477484 -0.15333512  0.9845311 ],TRUE,[ 0.04859434 -0.01684101 -0.02862131],[-0.07451065 -0.11624262  0.99042207],TRUE,[ 0.05004663 -0.08019512 -0.02940854],[-0.07756435 -0.03242941  0.9964597 ],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91218E+11,"[[ 1.88736916e-02 -9.82390940e-01  1.85881391e-01  0.00000000e+00]
 [-9.94628370e-01  4.76419926e-04  1.03509367e-01  0.00000000e+00]
 [-1.01775214e-01 -1.86836511e-01 -9.77104902e-01  0.00000000e+00]
 [-5.14606573e-02  6.47311434e-02 -9.11066681e-02  1.00000000e+00]]",TRUE,TRUE,[ 0.04902322 -0.03595436 -0.02891987],[-0.08633586 -0.14250839  0.986021  ],TRUE,[ 0.04860361 -0.01709774 -0.02868479],[-0.08831859 -0.1484265   0.9849719 ],TRUE,[ 0.05005228 -0.08023957 -0.02940411],[-0.09157658 -0.04064623  0.9949682 ],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91218E+11,"[[ 0.01225179 -0.9830878   0.18272507  0.        ]
 [-0.9967189   0.00261492  0.08090039  0.        ]
 [-0.08001002 -0.18311669 -0.97983015  0.        ]
 [-0.04786559  0.06531034 -0.09150006  1.        ]]",TRUE,FALSE,[ 0.04902322 -0.03595436 -0.02891987],[-0.08633586 -0.14250839  0.986021  ],TRUE,[ 0.04864063 -0.01701146 -0.02864471],[-0.09451673 -0.12787013  0.98727703],TRUE,[ 0.05010271 -0.08032512 -0.02956338],[-0.09749087 -0.03903829  0.99447054],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91219E+11,"[[ 0.00680715 -0.98374766  0.17942718  0.        ]
 [-0.9981641   0.00411445  0.06042624  0.        ]
 [-0.0601824  -0.17950912 -0.98191357  0.        ]
 [-0.04451358  0.06583336 -0.09168212  1.        ]]",TRUE,FALSE,[ 0.04902322 -0.03595436 -0.02891987],[-0.08633586 -0.14250839  0.986021  ],TRUE,[ 0.04872423 -0.01677705 -0.02861194],[-0.08915412 -0.10264481  0.9907147 ],TRUE,[ 0.05021174 -0.08006953 -0.029461  ],[-0.09206972 -0.0116032   0.995685  ],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91219E+11,"[[ 0.00224429 -0.9843441   0.17624295  0.        ]
 [-0.99909854  0.0052641   0.04212277  0.        ]
 [-0.04239105 -0.17617862 -0.9834449   0.        ]
 [-0.04153189  0.06624987 -0.09122606  1.        ]]",TRUE,TRUE,[ 0.04935125 -0.04017164 -0.02892215],[-0.07468357 -0.06240417  0.9952528 ],TRUE,[ 0.04877393 -0.0164379  -0.02875884],[-0.07360274 -0.0963138   0.99262595],TRUE,[ 0.05031357 -0.07973315 -0.02919437],[-0.07629288 -0.0057199   0.99706906],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91219E+11,"[[-0.00149429 -0.98488134  0.17322421  0.        ]
 [-0.9996447   0.0060814   0.02595381  0.        ]
 [-0.02661487 -0.17312387 -0.98454046  0.        ]
 [-0.0390205   0.06653418 -0.08984405  1.        ]]",TRUE,FALSE,[ 0.04935125 -0.04017164 -0.02892215],[-0.07468357 -0.06240417  0.9952528 ],TRUE,[ 0.04881025 -0.01629092 -0.02873996],[-0.06823887 -0.07556371  0.99480325],TRUE,[ 0.05034788 -0.07964537 -0.02919615],[-0.07030091  0.00808075  0.997493  ],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91219E+11,"[[-0.00446951 -0.9853874   0.17026985  0.        ]
 [-0.9999065   0.00660485  0.01197667  0.        ]
 [-0.01292627 -0.1702004  -0.98532474  0.        ]
 [-0.03645552  0.0669622  -0.08948024  1.        ]]",TRUE,TRUE,[ 0.04937256 -0.03967824 -0.02887482],[-0.07120803 -0.05211633  0.99609905],TRUE,[ 0.04882374 -0.01612933 -0.0287266 ],[-0.06379907 -0.06704161  0.99570835],TRUE,[ 0.05038815 -0.079392   -0.02900343],[-0.06617614  0.02647492  0.99745667],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91219E+11,"[[-6.7350864e-03 -9.8590875e-01  1.6714840e-01  0.0000000e+00]
 [-9.9997675e-01  6.8202615e-03 -6.3814223e-05  0.0000000e+00]
 [-1.0770857e-03 -1.6714495e-01 -9.8593187e-01  0.0000000e+00]
 [-3.4513596e-02  6.7372128e-02 -8.7695889e-02  1.0000000e+00]]",TRUE,FALSE,[ 0.04937256 -0.03967824 -0.02887482],[-0.07120803 -0.05211633  0.99609905],TRUE,[ 0.04885451 -0.01601125 -0.02870701],[-0.0618174  -0.04626053  0.9970148 ],TRUE,[ 0.05041674 -0.0792492  -0.02894581],[-0.06417766  0.04980895  0.99669474],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91219E+11,"[[-0.00837564 -0.9864422   0.16389623  0.        ]
 [-0.999926    0.00681168 -0.01010006  0.        ]
 [ 0.00884668 -0.16396868 -0.98642623  0.        ]
 [-0.03246507  0.06783125 -0.08706158  1.        ]]",TRUE,TRUE,[ 0.04941897 -0.04047043 -0.02885581],[-0.06532411 -0.04400602  0.9968933 ],TRUE,[ 0.0488331  -0.0156758  -0.02895511],[-0.05337225 -0.06867043  0.99621063],TRUE,[ 0.05046072 -0.07893783 -0.0286258 ],[-0.05642821  0.02441056  0.99810827],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91219E+11,"[[-0.00946057 -0.9869807   0.16055977  0.        ]
 [-0.9998089   0.00659037 -0.01840078  0.        ]
 [ 0.01710309 -0.16070318 -0.9868543   0.        ]
 [-0.03065203  0.06832628 -0.08632241  1.        ]]",TRUE,TRUE,[ 0.04954884 -0.04464006 -0.02876147],[-0.064309   -0.04548779  0.99689275],TRUE,[ 0.04874858 -0.01495023 -0.02965534],[-0.06037967 -0.10376381  0.9927675 ],TRUE,[ 0.0505347  -0.07829497 -0.02788871],[-0.06465943 -0.02285429  0.9976457 ],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91219E+11,"[[-0.01000142 -0.9875427   0.15703294  0.        ]
 [-0.9996645   0.00612205 -0.02516828  0.        ]
 [ 0.02389339 -0.15723197 -0.9872726   0.        ]
 [-0.02887198  0.06892788 -0.08506028  1.        ]]",TRUE,TRUE,[ 0.04963504 -0.04732975 -0.02868894],[-0.06291841 -0.04355437  0.997068  ],TRUE,[ 0.04877101 -0.01501583 -0.02950985],[-0.05844392 -0.1048165   0.9927728 ],TRUE,[ 0.05054594 -0.07826067 -0.02787855],[-0.06246611 -0.01164897  0.99797916],FALSE,0,FALSE,0,FALSE,0,FALSE
7.91219E+11,"[[-0.00996423 -0.9881415   0.15322122  0.        ]
 [-0.9995218   0.00535822 -0.03044724  0.        ]
 [ 0.02926523 -0.15345137 -0.9877224   0.        ]
 [-0.0274712   0.06952469 -0.08413236  1.        ]]",TRUE,FALSE,[ 0.04963504 -0.04732975 -0.02868894],[-0.06291841 -0.04355437  0.997068  ],TRUE,[ 0.048851   -0.01500816 -0.02938712],[-0.05278418 -0.06599766  0.99642265],TRUE,[ 0.05057167 -0.07838264 -0.02805111],[-0.05586236  0.01312039  0.9983523 ],FALSE,0,FALSE,0,FALSE,0,FALSE
7.9122E+11,"[[-0.00936341 -0.988768    0.14916512  0.        ]
 [-0.9993968   0.00426477 -0.03446425  0.        ]
 [ 0.033441   -0.14939785 -0.9882115   0.        ]
 [-0.02625628  0.07016763 -0.08313102  1.        ]]",TRUE,TRUE,[ 0.0496515  -0.04708773 -0.02869154],[-0.05745908 -0.03647437  0.9976814 ],TRUE,[ 0.04888108 -0.01504097 -0.02932206],[-0.04674607 -0.06562429  0.9967488 ],TRUE,[ 0.05063251 -0.07837418 -0.02805373],[-0.04985135  0.0181267   0.99859214],FALSE,0,FALSE,0,FALSE,0,FALSE
7.9122E+11,"[[-0.00828803 -0.9894123   0.14489517  0.        ]
 [-0.99929786  0.00290048 -0.03735442  0.        ]
 [ 0.03653867 -0.14510302 -0.98874164  0.        ]
 [-0.02500546  0.07090148 -0.08189818  1.        ]]",TRUE,TRUE,[ 0.04988223 -0.05026335 -0.02857337],[-0.04761056 -0.01653652  0.9987291 ],TRUE,[ 0.04890756 -0.01504112 -0.02927552],[-0.04580437 -0.06548192  0.9968019 ],TRUE,[ 0.05065905 -0.07833582 -0.02801376],[-0.04896818  0.02250198  0.9985469 ],FALSE,0,FALSE,0,FALSE,0,FALSE
7.9122E+11,"[[-0.00688148 -0.9900756   0.14036721  0.        ]
 [-0.9992317   0.00139201 -0.03916854  0.        ]
 [ 0.03858443 -0.14052889 -0.98932445  0.        ]
 [-0.02411559  0.0716088  -0.08077955  1.        ]]",TRUE,TRUE,[ 0.04992995 -0.05130241 -0.02854364],[-0.04628523 -0.0160968   0.99879867],TRUE,[ 0.04893783 -0.01490082 -0.02937168],[-0.04199487 -0.06341884  0.99710304],TRUE,[ 0.05069719 -0.07824904 -0.02792036],[-0.04502945  0.01805099  0.9988227 ],FALSE,0,FALSE,0,FALSE,0,FALSE
7.9122E+11,"[[-5.29921055e-03 -9.90714371e-01  1.35855958e-01  0.00000000e+00]
 [-9.99208510e-01 -1.09910965e-04 -3.97773199e-02  0.00000000e+00]
 [ 3.94228995e-02 -1.35959223e-01 -9.89929676e-01  0.00000000e+00]
 [-2.33983342e-02  7.23335445e-02 -7.96057358e-02  1.00000000e+00]]",TRUE,TRUE,[ 0.04995614 -0.05159742 -0.02853019],[-0.04310209 -0.01550135  0.9989505 ],TRUE,[ 0.04896826 -0.01493008 -0.02932203],[-0.03555239 -0.06334156  0.9973585 ],TRUE,[ 0.05073654 -0.07826141 -0.0279303 ],[-0.03849098  0.01981061  0.99906254],FALSE,0,FALSE,0,FALSE,0,FALSE
7.9122E+11,"[[-0.00364077 -0.9913385   0.13128161  0.        ]
 [-0.99922943 -0.00152421 -0.0392202   0.        ]
 [ 0.03908059 -0.13132325 -0.9905691   0.        ]
 [-0.02264633  0.07314636 -0.07837324  1.        ]]",TRUE,TRUE,[ 0.04995204 -0.05136605 -0.02852722],[-0.04200912 -0.01355954  0.99902534],TRUE,[ 0.04893899 -0.01489296 -0.02932345],[-0.03835258 -0.06276875  0.9972909 ],TRUE,[ 0.05070786 -0.07813442 -0.02790036],[-0.0418798   0.03043853  0.9986589 ],FALSE,0,FALSE,0,FALSE,0,FALSE
7.9122E+11,"[[-0.00193131 -0.99195415  0.12658232  0.        ]
 [-0.99928397 -0.00286829 -0.03772438  0.        ]
 [ 0.03778394 -0.12656456 -0.99123836  0.        ]
 [-0.02223617  0.07387412 -0.07710612  1.        ]]",TRUE,TRUE,[ 0.04983772 -0.05257396 -0.02848194],[-0.06811778  0.01139543  0.9976122 ],TRUE,[ 0.04876066 -0.01491211 -0.02927391],[-0.06590496 -0.06365046  0.9957937 ],TRUE,[ 0.05056114 -0.07786997 -0.02795   ],[-0.06938843  0.06176483  0.99567586],FALSE,0,FALSE,0,FALSE,0,FALSE
7.9122E+11,"[[-2.0325184e-04 -9.9252063e-01  1.2207647e-01  0.0000000e+00]
 [-9.9936408e-01 -4.1509867e-03 -3.5413750e-02  0.0000000e+00]
 [ 3.5655621e-02 -1.2200604e-01 -9.9188852e-01  0.0000000e+00]
 [-2.1961898e-02  7.4576452e-02 -7.5816579e-02  1.0000000e+00]]",TRUE,FALSE,[ 0.04983772 -0.05257396 -0.02848194],[-0.06811778  0.01139543  0.9976122 ],TRUE,[ 0.04873711 -0.01473043 -0.02932978],[-0.06608635 -0.02332353  0.9975413 ],TRUE,[ 0.05050057 -0.07783855 -0.02811159],[-0.06897472  0.08498162  0.9939924 ],FALSE,0,FALSE,0,FALSE,0,FALSE
7.9122E+11,"[[ 0.00155091 -0.99302876  0.11786066  0.        ]
 [-0.9994606  -0.00540471 -0.0323884   0.        ]
 [ 0.03279965 -0.11774687 -0.9925015   0.        ]
 [-0.02160925  0.07532986 -0.07453024  1.        ]]",TRUE,FALSE,[ 0.04983772 -0.05257396 -0.02848194],[-0.06811778  0.01139543  0.9976122 ],TRUE,[ 0.04877241 -0.01463959 -0.02932012],[-0.05055603 -0.0121453   0.99864733],TRUE,[ 0.05058363 -0.07781371 -0.02805716],[-0.05361513  0.08784706  0.9946901 ],FALSE,0,FALSE,0,FALSE,0,FALSE
